account_id,initial_risk_category,kyc_documentation_completeness,max_7d_inflow_count,avg_7d_inflow_amount,total_inflows,total_inflow_amount,avg_hours_to_outflow,fast_pairs,counterparty_link_count,device_link_count,high_risk_country_share,is_lower_risk,label,is_near_miss,rf_proba,iso_score
A00099,higher_risk_edd,1.0,10.0,850.8553510582011,60,58694.82,24.0,0,112,0,0.0,0,0,0,0.0,0.47511211595553876
A00100,higher_risk_edd,0.8930076101318272,5.0,916.7909351851848,18,18607.039999999997,24.0,0,40,0,0.0,0,0,0,0.0,0.41447613987781445
A00101,normal_risk_cdd,0.8969265869866785,6.0,921.9700404040404,33,31580.03,24.0,0,59,0,0.0,0,0,0,0.0,0.3948588567993455
A00102,normal_risk_cdd,0.8656654710305168,7.0,1067.654425997426,37,39771.60999999999,24.0,0,79,0,0.0,0,0,0,0.0,0.37936341750924707
A00103,higher_risk_edd,0.8130768499853421,5.0,1472.42924,25,40985.219999999994,24.0,0,50,0,0.0,0,0,0,0.0,0.42954008878733235
A00104,normal_risk_cdd,1.0,9.0,900.2101932870369,72,64709.59,24.0,0,137,0,0.0,0,0,0,0.0,0.4986349827384744
A00105,normal_risk_cdd,0.734897989820784,6.0,1171.06237654321,27,30529.22,24.0,0,55,0,0.0,0,0,0,0.0,0.40769276871704696
A00106,normal_risk_cdd,0.8835597817847771,8.0,883.4267640415139,39,37884.43,24.0,0,88,0,0.0,0,0,0,0.0,0.39718563188821565
A00107,normal_risk_cdd,0.8811967955358198,6.0,863.0780555555554,39,38707.87999999999,24.0,0,66,0,0.0,0,0,0,0.0,0.39854253812313384
A00108,lower_risk_sdd,0.6720509425863261,8.0,1166.240036723164,59,65556.64,24.0,0,118,0,0.0,1,0,0,0.0,0.48461708281295274
A00109,higher_risk_edd,0.9104338494270714,7.0,985.2332348484848,44,47940.67999999999,24.0,0,82,0,0.0,0,0,0,0.0,0.3835782581141792
A00110,normal_risk_cdd,0.91618021209124,7.0,2119.192173809524,30,80020.53999999998,24.0,0,76,0,0.0,0,0,0,0.0,0.5320189791040159
A00111,normal_risk_cdd,0.7251706020845523,5.0,944.2710555555556,24,23752.82,24.0,0,40,0,0.0,0,0,0,0.0,0.4293332080764968
A00112,normal_risk_cdd,0.8447336969060861,9.0,925.9955945560516,64,59209.20000000001,24.0,0,116,0,0.0,0,0,0,0.0,0.40933751419350084
A00113,normal_risk_cdd,0.8048900258758033,3.0,800.9663888888889,12,10477.4,24.0,0,41,0,0.0,0,0,0,0.0,0.5021654703838855
A00114,normal_risk_cdd,0.7958161646346374,6.0,1340.932308080808,33,43560.34,24.0,0,67,0,0.0,0,0,0,0.0,0.40684408766489355
A00115,normal_risk_cdd,0.8842998229962836,7.0,1227.2622293488828,49,59241.77,24.0,0,107,0,0.0,0,0,0,0.0,0.38785568586616587
A00116,normal_risk_cdd,0.9361982834175746,6.0,929.9226904761904,28,24583.78,24.0,0,52,0,0.0,0,0,0,0.0,0.40475108174526186
A00117,normal_risk_cdd,0.8225395390530507,7.0,929.401888888889,30,28821.4,24.0,0,63,0,0.0,0,0,0,0.0,0.39762301300856484
A00118,normal_risk_cdd,0.9124544871940622,5.0,1086.235954545455,33,35946.26,24.0,0,64,0,0.0,0,0,0,0.0,0.40446288516736745
A00119,normal_risk_cdd,0.8539792532355679,7.0,871.5523032581452,38,31252.450000000008,24.0,0,72,0,0.0,0,0,0,0.0,0.39562866235160604
A00120,normal_risk_cdd,0.7785814232609592,4.0,721.3326111111112,15,12819.36,24.0,0,29,0,0.0,0,0,0,0.0,0.48248259935352367
A00121,normal_risk_cdd,0.8293638325407149,8.0,1228.137547133139,49,57078.76,24.0,0,93,0,0.0,0,0,0,0.0,0.38412150298083547
A00122,lower_risk_sdd,0.6260411287366708,8.0,891.1043801587304,45,40555.869999999995,24.0,0,79,0,0.0,1,0,0,0.0,0.4737149572706321
A00123,normal_risk_cdd,0.7942672069995642,6.0,927.5554619047618,35,31538.29,24.0,0,81,0,0.0,0,0,0,0.0,0.3972881399954678
A00124,lower_risk_sdd,0.6842786342924667,7.0,910.9273013392856,32,32285.089999999997,24.0,0,58,0,0.0,1,0,0,0.0,0.4712564391023862
A00125,normal_risk_cdd,0.8687716950163807,9.0,1341.4074003968256,60,74758.2,24.0,0,114,0,0.0,0,0,0,0.0,0.41192537776205423
A00126,normal_risk_cdd,0.7227480241384465,7.0,1195.9450649350647,44,61704.39,24.0,0,80,0,0.0,0,0,0,0.0,0.41885143138772124
A00127,lower_risk_sdd,0.5178779203808515,7.0,1376.8937867494822,46,56258.58,24.0,0,123,0,0.0,1,0,0,0.0,0.5453204808036388
A00128,lower_risk_sdd,0.6839747562564604,7.0,1704.3982161172164,39,64930.30999999998,24.0,0,66,0,0.0,1,0,0,0.0,0.526548728431937
A00129,normal_risk_cdd,0.7847770856964372,6.0,1072.2500833333331,38,47729.030000000006,24.0,0,88,0,0.0,0,0,0,0.0,0.398693188108485
A00130,normal_risk_cdd,0.8741632924080259,7.0,1227.142250952381,50,55946.31000000001,24.0,0,109,0,0.0,0,0,0,0.0,0.3921488760837758
A00131,higher_risk_edd,1.0,5.0,806.3918840579711,23,16195.47,24.0,0,50,0,0.0,0,0,0,0.0,0.45615754654122564
A00132,normal_risk_cdd,0.7483237730075553,9.0,778.6422712962963,60,49798.719999999994,24.0,0,106,0,0.0,0,0,0,0.0,0.43190645433790237
A00133,normal_risk_cdd,0.7370770196339052,6.0,1137.2576904761906,21,20815.78,24.0,0,35,0,0.0,0,0,0,0.0,0.4343420479946278
A00134,normal_risk_cdd,0.9839545345916236,4.0,654.8198333333332,20,14119.97,24.0,0,45,0,0.0,0,0,0,0.0,0.4858182915003968
A00135,lower_risk_sdd,0.6781256626369967,5.0,888.2993333333333,18,13557.999999999998,24.0,0,38,0,0.0,1,0,0,0.0,0.5140519762895248
A00136,higher_risk_edd,0.9164607474661384,4.0,1074.8792187499998,16,17660.5,24.0,0,31,0,0.0,0,0,0,0.0,0.44471356467993517
A00137,normal_risk_cdd,0.7752847637882989,9.0,851.3584814586754,58,50195.92,24.0,0,106,0,0.0,0,0,0,0.0,0.40915656731089795
A00138,normal_risk_cdd,0.8091647320874176,6.0,1584.929833333333,31,44912.59,24.0,0,52,0,0.0,0,0,0,0.0,0.43598977671430283
A00139,lower_risk_sdd,0.5547542131109352,8.0,1026.500563988095,48,52295.82,24.0,0,97,0,0.0,1,0,0,0.0,0.4899899593261129
A00140,normal_risk_cdd,0.9206729739272472,7.0,1038.530649659864,28,28795.56,24.0,0,55,0,0.0,0,0,0,0.0,0.39918888557836923
A00141,normal_risk_cdd,0.7878599077114943,7.0,1154.069311688312,44,45537.77,24.0,0,87,0,0.0,0,0,0,0.0,0.3881542861015183
A00142,higher_risk_edd,1.0,9.0,968.847640752766,66,62086.68,24.0,0,121,0,0.0,0,0,0,0.0,0.44147633072457054
A00143,normal_risk_cdd,0.817949686418399,6.0,1500.990429166667,40,58408.55,24.0,0,80,0,0.0,0,0,0,0.0,0.4345950387108557
A00144,normal_risk_cdd,0.7665319853106148,7.0,925.7576081632652,35,31250.18,24.0,0,88,0,0.0,0,0,0,0.0,0.4055208304713241
A00145,normal_risk_cdd,0.8158958729588959,9.0,913.5593670260556,53,55537.90000000001,24.0,0,118,0,0.0,0,0,0,0.0,0.40367419297557733
A00146,normal_risk_cdd,0.6400666577998866,8.0,1031.7582307497469,47,49462.09,24.0,0,122,0,0.0,0,0,0,0.0,0.44957288203061013
A00147,normal_risk_cdd,0.8403385138660794,5.0,1060.3327068965516,29,34089.340000000004,24.0,0,65,0,0.0,0,0,0,0.0,0.39138019448463046
A00148,normal_risk_cdd,0.8363904647095873,9.0,952.5597990362812,56,50365.56,24.0,0,100,0,0.0,0,0,0,0.0,0.3922268208162412
A00149,lower_risk_sdd,0.7159794197238374,4.0,1506.0020454545454,22,27937.78,24.0,0,37,0,0.0,1,0,0,0.0,0.5290244232585826
A00150,normal_risk_cdd,0.6990956057613296,8.0,1263.408476744186,43,53183.4,24.0,0,76,0,0.0,0,0,0,0.0,0.4272436694577402
A00151,normal_risk_cdd,0.9429493088690838,8.0,743.0108724937343,38,29289.36,24.0,0,75,0,0.0,0,0,0,0.0,0.4375268080265139
A00152,lower_risk_sdd,0.7156479435998125,6.0,951.9314460784312,34,31775.879999999997,24.0,0,62,0,0.0,1,0,0,0.0,0.472367814747068
A00153,normal_risk_cdd,0.950163485095893,5.0,1082.6148935185183,36,35501.81,24.0,0,79,0,0.0,0,0,0,0.0,0.41787247394615024
A00154,lower_risk_sdd,0.645782289919669,8.0,1264.0644525935372,56,75786.94,24.0,0,114,0,0.0,1,0,0,0.0,0.4911644833768041
A00155,normal_risk_cdd,0.9311117467282204,8.0,1157.0816943099276,59,71983.90999999999,24.0,0,114,0,0.0,0,0,0,0.0,0.4022605225482879
A00156,normal_risk_cdd,0.7323004772074475,9.0,962.0760995966696,61,58244.64,24.0,0,120,0,0.0,0,0,0,0.0,0.41665193850016496
A00157,normal_risk_cdd,0.9070438052163626,7.0,835.3936550387597,43,36597.74,24.0,0,81,0,0.0,0,0,0,0.0,0.39874650472981343
A00158,normal_risk_cdd,0.7883069790320043,5.0,816.561724137931,29,26277.58,24.0,0,61,0,0.0,0,0,0,0.0,0.4105863217893071
A00159,normal_risk_cdd,0.7178878534061651,8.0,857.0002843915344,36,28225.43,24.0,0,72,0,0.0,0,0,0,0.0,0.4300152690821738
A00160,lower_risk_sdd,0.5600687585468511,8.0,1135.1854248015875,60,69998.81000000001,24.0,0,130,0,0.0,1,0,0,0.0,0.5361029959003037
A00161,higher_risk_edd,0.9504424910903416,9.0,950.4271612103176,64,59463.8,24.0,0,120,0,0.0,0,0,0,0.0,0.42143171869279367
A00162,normal_risk_cdd,0.7840560633425917,8.0,972.2562765376985,48,46043.36,24.0,0,81,0,0.0,0,0,0,0.0,0.39362875676234993
A00163,lower_risk_sdd,0.680085882535664,6.0,808.7745579710147,23,18466.15,24.0,0,41,0,0.0,1,0,0,0.0,0.5052691643382963
A00164,normal_risk_cdd,0.7053409955996786,4.0,1701.211375,20,30940.109999999997,24.0,0,37,0,0.0,0,0,0,0.0,0.49565095445186974
A00165,normal_risk_cdd,0.679832196510731,9.0,994.802189292676,57,57126.16,24.0,0,112,0,0.0,0,0,0,0.0,0.41671354426215196
A00166,normal_risk_cdd,0.959790994731486,6.0,1654.9757285714286,35,52100.060000000005,24.0,0,75,0,0.0,0,0,0,0.0,0.45042851352688407
A00167,normal_risk_cdd,0.9223040103521148,8.0,1237.0364142371236,49,61293.32,24.0,0,92,0,0.0,0,0,0,0.0,0.39500463318188955
A00168,normal_risk_cdd,0.7660562531268954,6.0,1030.400088235294,34,32652.06,24.0,0,57,0,0.0,0,0,0,0.0,0.3951574687413435
A00169,higher_risk_edd,0.9497600285223567,5.0,1730.311234375,32,49679.600000000006,24.0,0,67,0,0.0,0,0,0,0.0,0.47104240457254065
A00170,normal_risk_cdd,0.931560564816106,4.0,1590.779935897436,13,20269.34,999.0,0,28,0,0.0,0,0,0,0.0,0.6276007483178395
A00171,normal_risk_cdd,0.8835360486632484,9.0,1333.922792820229,43,56717.28,24.0,0,91,0,0.0,0,0,0,0.0,0.40693779626428067
A00172,normal_risk_cdd,0.8618578476946782,8.0,989.0472245762712,59,57403.48000000001,24.0,0,121,0,0.0,0,0,0,0.0,0.3917314324354752
A00173,higher_risk_edd,1.0,4.0,1155.7525757575756,22,26200.230000000003,24.0,0,34,0,0.0,0,0,0,0.0,0.45828288516476806
A00174,normal_risk_cdd,0.7915430019839024,7.0,1118.434094557823,35,33269.86,24.0,0,63,0,0.0,0,0,0,0.0,0.3943408100609459
A00175,lower_risk_sdd,0.6524942758931703,8.0,1228.4884194444442,60,79544.70999999999,24.0,0,118,0,0.0,1,0,0,0.0,0.5042161669457715
A00176,normal_risk_cdd,0.8485721089366086,6.0,707.4141555555555,30,23100.87,24.0,0,76,0,0.0,0,0,0,0.0,0.42402331605020793
A00177,higher_risk_edd,0.9281790361863166,5.0,1013.4318148148152,27,33937.13,24.0,0,51,0,0.0,0,0,0,0.0,0.40322819212067307
A00178,normal_risk_cdd,0.8188155590863399,8.0,968.6637303921568,51,50439.969999999994,24.0,0,123,0,0.0,0,0,0,0.0,0.4032436872607236
A00179,normal_risk_cdd,0.8558294590262793,9.0,844.2108798384851,57,50844.469999999994,24.0,0,119,0,0.0,0,0,0,0.0,0.4106574299857683
A00180,normal_risk_cdd,0.8527525996788422,4.0,867.1528571428571,14,13742.7,24.0,0,31,0,0.0,0,0,0,0.0,0.4564819939123722
